video_id,video_timestamp,video_duration,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified,suggested_words,url
7318212032979864865,1703904232,21,259215,11339,6486,7776456,Was haltet ihr davon? #streik 8.1.2024  #generalstreik  #bauernproteste  #dieampelmussweg ???,False,derletztepeter,derletztePeter,43400,4923,822700,647,29200,False,"['streik', 'generalstreik', 'bauernproteste', 'dieampelmussweg']",https://www.tiktok.com/@derletztepeter/video/7318212032979864865
7320578484609256736,1704455008,69,196185,68661,9390,6522042,Seit ihr dabei beim streik #streiken #streik8124 #bauernstreik #ampelstreik2024 #ampelmussweg @Deutschland Nachrichten 🇩🇪 folgt ihn auch von ihm habe ich das video 🔥🙏,False,zeitzeugengenausdemkrieg,zeitzeugengenausdemkrieg,57700,49,737900,190,488,False,"['streiken', 'streik8124', 'bauernstreik', 'ampelstreik2024', 'ampelmussweg', '']",https://www.tiktok.com/@zeitzeugengenausdemkrieg/video/7320578484609256736
7347405572540599584,1710701176,14,374220,15631,14860,6145405,#путинвор #путинхуйло #пропаганда #кремль #putin #afddeutschland #европа #путин #россия #украина #россия🇷🇺 #украина🇺🇦 #русскиевгермании #russlanddeutsche #нетвойне #пропаганда #deutschland #afd #берлин #berlin ,False,kukla4242,kukla 4242,37600,398,1000000,187,71,False,"['путинвор', 'путинхуйло', 'пропаганда', 'кремль', 'putin', 'afddeutschland', 'европа', 'путин', 'россия', 'украина', 'россия🇷🇺', 'украина🇺🇦', 'русскиевгермании', 'russlanddeutsche', 'нетвойне', 'пропаганда', 'deutschland', 'afd', 'берлин', 'berlin']",https://www.tiktok.com/@kukla4242/video/7347405572540599584
7259813032321092891,1690306946,25,423464,44431,11512,6056046,Alice Weidel💙🇩🇪💙 #edit #aliceweidel #deutschland #afd #wirsinddasvolk #wahlumfragen #berlin ,False,wirsinddasvolkde,AfD,94400,8,1200000,22,135,False,"['edit', 'aliceweidel', 'deutschland', 'afd', 'wirsinddasvolk', 'wahlumfragen', 'berlin']",https://www.tiktok.com/@wirsinddasvolkde/video/7259813032321092891
7317232563129552161,1703675984,61,208353,2390,5403,5817725,Fragenhagel mit Alice Weidel (AfD) #fy #foryou #foryoupage #fürdich #fürdichseiteシ #viral #trend #aliceweidel #afd #afddeutschland #afdfraktion ,False,denzho,Deniz 🦅,41900,719,1200000,94,1354,False,"['fy', 'foryou', 'foryoupage', 'fürdich', 'fürdichseiteシ', 'viral', 'trend', 'aliceweidel', 'afd', 'afddeutschland', 'afdfraktion']",https://www.tiktok.com/@denzho/video/7317232563129552161
7321091686698929441,1704574496,8,177350,4613,4920,4930717,Seid ihr dabei bei den Protesten?🔥#news #demo #germany #regierung #neuwahlen #regierungmussweg #regierungsversagen #regierungswahnsinn ,False,crazy_clips_tv,Mr Beast Clips,33500,447,638700,21,16,False,"['news', 'demo', 'germany', 'regierung', 'neuwahlen', 'regierungmussweg', 'regierungsversagen', 'regierungswahnsinn']",https://www.tiktok.com/@crazy_clips_tv/video/7321091686698929441
7321386800667200801,1704643206,9,381054,19721,8414,4926529,Wer ist ebenfalls dabei?💪🏽🔥 #demo #news #bauerndemo #regierung #germany #neuwahlen #regierungsversagen #regierungmussweg #regierungswahnsinn ,False,crazy_clips_tv,Mr Beast Clips,33500,447,638700,21,16,False,"['demo', 'news', 'bauerndemo', 'regierung', 'germany', 'neuwahlen', 'regierungsversagen', 'regierungmussweg', 'regierungswahnsinn']",https://www.tiktok.com/@crazy_clips_tv/video/7321386800667200801
7325036849943022881,1705493051,40,219073,5716,9307,4858904,Antwort auf @Alena #aliceweidel #Aliceweideledit #afd #foryou #fürdich #dieausderafd #trend #viral #fyp #foryoupage #politik #mutzurwahrheit #fy #funny #afdfraktionsvorsitzende ,False,dieausderafd,Dieausderafd,192700,194,3900000,456,21900,False,"['', 'aliceweidel', 'aliceweideledit', 'afd', 'foryou', 'fürdich', 'dieausderafd', 'trend', 'viral', 'fyp', 'foryoupage', 'politik', 'mutzurwahrheit', 'fy', 'funny', 'afdfraktionsvorsitzende']",https://www.tiktok.com/@dieausderafd/video/7325036849943022881
7113971600302574849,1656350591,7,84396,2357,262,4634835,#fyup #sghome #fykpop #fyk7 #dga #afddeutschland #hjkhorki,False,x6.96_,الاسباني🇦🇪,218900,10,589600,58,355,False,"['fyup', 'sghome', 'fykpop', 'fyk7', 'dga', 'afddeutschland', 'hjkhorki']",https://www.tiktok.com/@x6.96_/video/7113971600302574849
7032760593111076102,1637442176,148,354534,96221,10196,4255892,#Impfzwang #corona #covid #mutzurwahrheit #Lückenpresse #ulrichsiegmund #AfD #2G #NiewiederCDU #fakenews,False,mutzurwahrheit90,Ulrich Siegmund,399300,112,5300000,134,2330,False,"['impfzwang', 'corona', 'covid', 'mutzurwahrheit', 'lückenpresse', 'ulrichsiegmund', 'afd', '2g', 'niewiedercdu', 'fakenews']",https://www.tiktok.com/@mutzurwahrheit90/video/7032760593111076102
7292838437453925640,1697996274,13,287771,5552,6050,3999929,💙Make Germany Great Again💙 ⚠️Dieses Video dient nur zur Aufklärung⚠️ #fy #politik #Unserlandzuerst #germany #afd #politikfürdeutschland #deutschland #xhat #sh4rkomo #alternativefürdeutschland #foryou #viral #foryoupage #viraltiktok #politiker #fyp #fyp>) #gönnfy #aliceweidel #makegermanygreatagain,False,afdrettetdeutschland,Rettet Deutschland 🇩🇪,68000,3,1100000,79,17,False,"['fy', 'politik', 'unserlandzuerst', 'germany', 'afd', 'politikfürdeutschland', 'deutschland', 'xhat', 'sh4rkomo', 'alternativefürdeutschland', 'foryou', 'viral', 'foryoupage', 'viraltiktok', 'politiker', 'fyp', 'fyp', 'gönnfy', 'aliceweidel', 'makegermanygreatagain']",https://www.tiktok.com/@afdrettetdeutschland/video/7292838437453925640
7332518938451954976,1707235110,21,237869,8728,5418,3843861,Made in Germany💙 #viral #foryou #fy #afd #afddeutschland #AFD #fyp #edit #afdwählen #afdwählen ,False,clips_30494,Afd_fraktion,72100,75,1500000,94,1706,False,"['viral', 'foryou', 'fy', 'afd', 'afddeutschland', 'afd', 'fyp', 'edit', 'afdwählen', 'afdwählen']",https://www.tiktok.com/@clips_30494/video/7332518938451954976
7272913585162980640,1693357179,31,231381,32090,5380,3683370,🖤♥️💛 #afd #deutschland #bundestag #afddeutschland #afdfraktion #afd_team ,False,herrafd,Herr AfD 🦋,27600,2,272600,68,109,False,"['afd', 'deutschland', 'bundestag', 'afddeutschland', 'afdfraktion', 'afd_team']",https://www.tiktok.com/@herrafd/video/7272913585162980640
7287994623119740193,1696868487,0,398900,50505,8318,3643380,"Die AfD besteht aus Personen, die ihr Wahlprogramm nicht gelesen zu haben scheinen, oder denen es gänzlich egal ist, was für Politik sie betreiben, welche Werte sie vertreten und was das in ihrem Land auslöst. Bitte schaut euch die Parteien, die ihr wählt genau an. Die AfD verbreitet in ihrem Wahlprogramm Falschinformationen und schafft Raum für Hass und Angstmache. In den Reihen der AfD stehen Personen, die sich selbst bekämpfen, die den Holocaust verharmlosen, die menschenverachtende Aussagen machen, die sich gewaltvoll äussern und sogar zu Gewalt aufrufen. Viele AfD Politiker geben kein besonders intelligentes Bild von sich ab, sind sich jedoch genau bwusst, wie sie leicht beeinflussbare Wähler bekommen. Passt auf, was ihr wählt und informiert euch vorab genau, was im Wahlprogramm steht. Hinterfragt das genau und schaut euch an, wie sich die Parteien auch ausserhalb präsentieren (Stichwort: AfD Zitate). Die AfD aus Protest zur derzeitigen Politik zu wählen ist der falsche Ansatz und trägt schwere Folgen mit sich (für jeden! von euch, vor allem für Frauen, Homosexuelle und Ausländer). Gebt Hass keinen Raum! Bitte seid euch dem bewusst!  -#fyp #afd #alternativefürdeutschland #alternativefürdeutschland💙🇩🇪 #fypシ #viral #deutschland #germany #afddeutschland💙💙 #aliceweidel #aliceweidel💙 ",False,deutslaynd,slayland💖,3434,26,658400,14,190,False,"['fyp', 'afd', 'alternativefürdeutschland', 'alternativefürdeutschland💙🇩🇪', 'fypシ', 'viral', 'deutschland', 'germany', 'afddeutschland💙💙', 'aliceweidel', 'aliceweidel💙']",https://www.tiktok.com/@deutslaynd/video/7287994623119740193
7187293216570461446,1673422121,8,73953,30756,1824,3603002,#Duett mit @Claudia Hoffmann #lachenbisderarztkommt #kinder #pups #esreicht #deutschland #regierungmussweg #partei#afd#afddeutschland #wirsinddasvolk #pc #gaming #pupsen #pupsoftiktok #muetter #mütter ,False,lackdoseintolleranz1,Ttena Grunge,9007,171,342000,1355,45900,False,"['duett', '', 'lachenbisderarztkommt', 'kinder', 'pups', 'esreicht', 'deutschland', 'regierungmussweg', 'partei', 'afd', 'afddeutschland', 'wirsinddasvolk', 'pc', 'gaming', 'pupsen', 'pupsoftiktok', 'muetter', 'mütter']",https://www.tiktok.com/@lackdoseintolleranz1/video/7187293216570461446
7221013170146659589,1681273151,156,266467,41672,4901,3199722,#cinderella #afd #derechtecharlyy #charlytotal #komedy #telefonverarsche #prank #alternativefürdeutschland #comedian #fürdich #fy ,False,charly.total,Charly.total,122200,4,2100000,274,4717,False,"['cinderella', 'afd', 'derechtecharlyy', 'charlytotal', 'komedy', 'telefonverarsche', 'prank', 'alternativefürdeutschland', 'comedian', 'fürdich', 'fy']",https://www.tiktok.com/@charly.total/video/7221013170146659589
7277845870819724576,1694505554,181,154140,37182,4466,3090313,#Fakten #mutzurwahrheit #ulrichsiegmund #AfD #Aufklärung #ltlsa #Freiheit #Realität #niewiedercdu #Abzocke ,False,mutzurwahrheit90,Ulrich Siegmund,399300,112,5300000,134,2330,False,"['fakten', 'mutzurwahrheit', 'ulrichsiegmund', 'afd', 'aufklärung', 'ltlsa', 'freiheit', 'realität', 'niewiedercdu', 'abzocke']",https://www.tiktok.com/@mutzurwahrheit90/video/7277845870819724576
7319392479306943776,1704178911,83,239382,1600,3882,3020942,#afd #alternativefürdeutschland #politik #fouryoupage ,False,dailytubey,Dailytube,11200,0,559900,9,7,False,"['afd', 'alternativefürdeutschland', 'politik', 'fouryoupage']",https://www.tiktok.com/@dailytubey/video/7319392479306943776
7184371314461904133,1672741808,68,269312,36924,5054,3001408,#viral #inkompetenz #regierungmussweg #regierungsversagen #innenministerium #berlin ,False,nurmagucken,nurmagucken,5521,274,285200,139,722,False,"['viral', 'inkompetenz', 'regierungmussweg', 'regierungsversagen', 'innenministerium', 'berlin']",https://www.tiktok.com/@nurmagucken/video/7184371314461904133
7321526183294799137,1704675681,0,390311,10377,11477,2911986,#fy #viraltiktok #viral #fypシ #shame #amplewe #ampelmussweg ,False,bene_bbg,Bene_BBG,3705,5501,430500,2,94700,False,"['fy', 'viraltiktok', 'viral', 'fypシ', 'shame', 'amplewe', 'ampelmussweg']",https://www.tiktok.com/@bene_bbg/video/7321526183294799137
7141777914307169542,1662824754,164,192529,40240,10254,2831692,#gruenmussweg #baerbockmussweg #habeckmussweg #ampelmussweg #Politik #Deutschland #habeck #baerbock #lang #fy #foryou #grün #gruen #grünermist,False,fitness.matze,FitnessMatze,41900,29,538800,233,1561,False,"['gruenmussweg', 'baerbockmussweg', 'habeckmussweg', 'ampelmussweg', 'politik', 'deutschland', 'habeck', 'baerbock', 'lang', 'fy', 'foryou', 'grün', 'gruen', 'grünermist']",https://www.tiktok.com/@fitness.matze/video/7141777914307169542
7315046048966200608,1703166887,18,115859,4043,3574,2802820,Auf geht's 💪🇩🇪💪#deutschland #ampelmussweg #fy #fyp #bauern #streik 💪🇩🇪💪,False,servusundhallo,S.St,11000,1708,142600,56,18500,False,"['deutschland', 'ampelmussweg', 'fy', 'fyp', 'bauern', 'streik']",https://www.tiktok.com/@servusundhallo/video/7315046048966200608
7348750335307009312,1711014280,85,102515,41748,4480,2768728,#россия #путин #putin #пропаганда #русскиймир #путинхуйло #нетвойне #москва #русскиевгермании #russlanddeutsche #россия🇷🇺 #украина🇺🇦 #украина #война #народ #кремль #afddeutschland #afd #deutschland #казахстан ,False,kukla4242,kukla 4242,37600,398,1000000,187,71,False,"['россия', 'путин', 'putin', 'пропаганда', 'русскиймир', 'путинхуйло', 'нетвойне', 'москва', 'русскиевгермании', 'russlanddeutsche', 'россия🇷🇺', 'украина🇺🇦', 'украина', 'война', 'народ', 'кремль', 'afddeutschland', 'afd', 'deutschland', 'казахстан']",https://www.tiktok.com/@kukla4242/video/7348750335307009312
7347983522415545632,1710835742,61,70212,2366,8781,2703779,#россия #пропаганда #украина #россия🇷🇺 #русскиевгермании #russlanddeutsche #украина🇺🇦 #нетвойне #москва #путин #putin #война #кремль #путинхуйло #русскиймир #европа #deutschland #afd #afddeutschland ,False,kukla4242,kukla 4242,37600,398,1000000,187,71,False,"['россия', 'пропаганда', 'украина', 'россия🇷🇺', 'русскиевгермании', 'russlanddeutsche', 'украина🇺🇦', 'нетвойне', 'москва', 'путин', 'putin', 'война', 'кремль', 'путинхуйло', 'русскиймир', 'европа', 'deutschland', 'afd', 'afddeutschland']",https://www.tiktok.com/@kukla4242/video/7347983522415545632
7313916185580522785,1702903821,47,136116,13566,3328,2608256,Brandenburger Tor vs Siegessäule aus 26m einfach nur geil  #dieampelmussweg #berlinertor #siegessäule #agrardemo ,False,leckitengg,Lecki,9388,622,203300,105,5378,False,"['dieampelmussweg', 'berlinertor', 'siegessäule', 'agrardemo']",https://www.tiktok.com/@leckitengg/video/7313916185580522785
7260898953858796827,1690559786,24,176522,9678,4329,2607517,Danke Frau Weidel💙🇩🇪💙 #edit #aliceweidel #deutschland #wirsinddasvolk #afd #wahlumfragen #berlin ,False,wirsinddasvolkde,AfD,94400,8,1200000,22,135,False,"['edit', 'aliceweidel', 'deutschland', 'wirsinddasvolk', 'afd', 'wahlumfragen', 'berlin']",https://www.tiktok.com/@wirsinddasvolkde/video/7260898953858796827
7266493306605931808,1691862318,12,154898,8825,4152,2603714,"Es gibt sie noch, die besten Mütter der Welt 👍👍👍 #fckafd #fcknzs #afddeutschland #neinzurafd #hetze #rechtesgedankengut #antiafd #gegenrassismus #gegennazis #gegenafd",False,grandpa125,GrandPa,9629,673,354700,1111,6723,False,"['fckafd', 'fcknzs', 'afddeutschland', 'neinzurafd', 'hetze', 'rechtesgedankengut', 'antiafd', 'gegenrassismus', 'gegennazis', 'gegenafd']",https://www.tiktok.com/@grandpa125/video/7266493306605931808
7278988613629627680,1694771620,13,207157,44981,1653,2552544,#stitch mit @Daniel #100kviews #love#afd#winner #germany #tiktokgermany #deutschland🇩🇪 #scholzmussweg #baerbockmussweg #habeckmussweg #lauterbachmusssweg #regierungmussweg #zumkotzen🤢🤢🤢🤮🤮🤮🤮🤮🤮🤮 #europe #fy #fürdich ,False,sergiobaldini738,exclusiv4less🔱,28200,1054,803700,1346,15800,False,"['stitch', '', '100kviews', 'love', 'afd', 'winner', 'germany', 'tiktokgermany', 'deutschland🇩🇪', 'scholzmussweg', 'baerbockmussweg', 'habeckmussweg', 'lauterbachmusssweg', 'regierungmussweg', 'zumkotzen🤢🤢🤢🤮🤮🤮🤮🤮🤮🤮', 'europe', 'fy', 'fürdich']",https://www.tiktok.com/@sergiobaldini738/video/7278988613629627680
7040176253290204422,1639168769,15,109832,6531,3926,2543815,#mutzurwahrheit #ulrichsiegmund #Magdeburg #2G #AfD #Impfpflicht #Corona #Irrsinn,False,mutzurwahrheit90,Ulrich Siegmund,399300,112,5300000,134,2330,False,"['mutzurwahrheit', 'ulrichsiegmund', 'magdeburg', '2g', 'afd', 'impfpflicht', 'corona', 'irrsinn']",https://www.tiktok.com/@mutzurwahrheit90/video/7040176253290204422
7327638951307562273,1706098900,7,317887,4536,7356,2448642,Detsche Schulen wenn #afd gewinnt #deutscheschulen #Deutschland #Schule #senefelderschule #treuchtlingen #sene #afddeutschland #afdgewinnt #pov #leer ,False,johanna4liver,Johanna fp 🫶🏻,2400,82,367000,7,768,False,"['afd', 'deutscheschulen', 'deutschland', 'schule', 'senefelderschule', 'treuchtlingen', 'sene', 'afddeutschland', 'afdgewinnt', 'pov', 'leer']",https://www.tiktok.com/@johanna4liver/video/7327638951307562273
7321730128579513633,1704723150,77,240651,16611,3557,2435929,#dieampelmussweg #dieampelmußweg #demo2024 #08012024🚜 #ampelmussweg #neuwahlensofort #scholzmussweg #heide #dithmarschen ,False,999usernotfound.x,cindy,11900,167,343600,16,26100,False,"['dieampelmussweg', 'dieampelmußweg', 'demo2024', '08012024🚜', 'ampelmussweg', 'neuwahlensofort', 'scholzmussweg', 'heide', 'dithmarschen']",https://www.tiktok.com/@999usernotfound.x/video/7321730128579513633
7257556914152721690,1689781655,537,126244,16233,4329,2344141,#💙💙💙💙💙 #afddeutschland #regierungswahnsinn #🇩🇪🇩🇪🇩🇪🇩🇪 ,False,deutschland_zuerst_,deutschweissmann,78100,1041,931300,540,8498,False,"['💙💙💙💙💙', 'afddeutschland', 'regierungswahnsinn', '🇩🇪🇩🇪🇩🇪🇩🇪']",https://www.tiktok.com/@deutschland_zuerst_/video/7257556914152721690
7312426586534399264,1702556997,25,171157,23343,0,2338270,#olafscholzmussweg #ampelmussweg #münchen ,False,muenchen_zeigt_gesicht,München Zeigt Gesicht 🕊️,32000,30,410200,162,4,False,"['olafscholzmussweg', 'ampelmussweg', 'münchen']",https://www.tiktok.com/@muenchen_zeigt_gesicht/video/7312426586534399264
7297241730003275041,1699021494,236,88354,20193,4076,2270396,Rentner sagt Scholz seine Meinung in seinen Fragen. Scholz dementiert die Aussagen nicht wirklich und eine Antwort gab es auch nicht richtig.  quelle: Bundesregierung.de #Nachrichten #deutschland #bundesregierung #scholz #ampelkoalition #ampelregierung #spd #cdu #grüne #afd #afddeutschland #fürdich #fürdichpage #fy #fyp #viral ,False,enjoylife.exe,WorldOfMike,26300,53,1100000,244,20800,False,"['nachrichten', 'deutschland', 'bundesregierung', 'scholz', 'ampelkoalition', 'ampelregierung', 'spd', 'cdu', 'grüne', 'afd', 'afddeutschland', 'fürdich', 'fürdichpage', 'fy', 'fyp', 'viral']",https://www.tiktok.com/@enjoylife.exe/video/7297241730003275041
7320940980834766112,1704539410,17,201809,9606,8489,2242783,"In English: ""Germany is our Home, our Country, Our Nation!  Germany is not negotiable!#deutschland #afddeutschland #💙 #afd #politik #afdedit ",False,bastion.afd,Bastion AFD🇩🇪,53400,42,2100000,105,438,False,"['deutschland', 'afddeutschland', '💙', 'afd', 'politik', 'afdedit']",https://www.tiktok.com/@bastion.afd/video/7320940980834766112
7169492798155001093,1669277639,50,102896,8244,2725,2209991,Robert Habeck ist eine Schande für unser Land! 💙🇩🇪 #afdfraktion #foryou #bundestag #weidel #habeck #haushalt ,False,afdfraktionimbundestag,AfDFraktionimBundestag,418000,48,7100000,267,17,True,"['afdfraktion', 'foryou', 'bundestag', 'weidel', 'habeck', 'haushalt']",https://www.tiktok.com/@afdfraktionimbundestag/video/7169492798155001093
7170813730643660037,1669585181,137,153280,9153,3782,2182966,#Fakten #Doppelmoral #mutzurwahrheit #ulrichsiegmund #AfD #ltlsa #Freiheit #klimazirkus #wahrheit ,False,mutzurwahrheit90,Ulrich Siegmund,399300,112,5300000,134,2330,False,"['fakten', 'doppelmoral', 'mutzurwahrheit', 'ulrichsiegmund', 'afd', 'ltlsa', 'freiheit', 'klimazirkus', 'wahrheit']",https://www.tiktok.com/@mutzurwahrheit90/video/7170813730643660037
7336388673832881440,1708167600,89,80306,1225,1208,2156967,#politik  #politiktiktok  #afd  #afddeutschland  #afdfraktion  #bundesregierung  #ampel  #ampelkoalition  #ampelmussweg  #cdu  #cducsu  #politicaltiktok  #politikerdeutschlands  #politiker  #diegrünen  #bündnis90diegrünen  #deutschland  #german  #germanytiktok  #fdp  #meinung  #debatte  #aliceweidel  #aliceweideledit,False,politikecho,politikecho,1921,0,86600,27,11,False,"['politik', 'politiktiktok', 'afd', 'afddeutschland', 'afdfraktion', 'bundesregierung', 'ampel', 'ampelkoalition', 'ampelmussweg', 'cdu', 'cducsu', 'politicaltiktok', 'politikerdeutschlands', 'politiker', 'diegrünen', 'bündnis90diegrünen', 'deutschland', 'german', 'germanytiktok', 'fdp', 'meinung', 'debatte', 'aliceweidel', 'aliceweideledit']",https://www.tiktok.com/@politikecho/video/7336388673832881440
7187040587906960645,1673363291,29,357394,41067,3080,2146558,@AfD Deutschland danke aber ich bleib bei meiner Meinung #afd#afddeutschland#viral#dresden#deutschebahn#deutschland #deutsch ,False,julia.nvm,Julia <3,1391,69,358300,5,10500,False,"['', 'afd', 'afddeutschland', 'viral', 'dresden', 'deutschebahn', 'deutschland', 'deutsch']",https://www.tiktok.com/@julia.nvm/video/7187040587906960645
7232032141515689243,1683838705,70,159935,18833,2949,2090305,"Der Mercedes E190 aka W 201 war im Low-Budget Bereich die Antwort von Mercedes auf den BMW E30. Damals konnte sich nahe zu jeder Mercedes Mitarbeiter solch ein Fahrzeug leisten. Heute reicht das Geld der Angestellten kaum noch, um solch ein aktuelles Modell vom eigenen Arbeitgeber zu fahren. #Mercedes #E190 #3erBMW #E36 #E30BMW #Porsche #Mercedes #BMW #Gewerkschaft #MercedesE190 #BMWE30 #Fließband #Linke #Grüne #SPD #KeinTempolimit #Grüneneindanke #diegrünenmüssenweg #inflation #arbeitsplatzverlust #arbeiterklasse #autoproduktion #stuttgart #sindelfingen #mercedesmuseum ",False,keintempolimit.de,Kein Tempolimit,87100,382,1900000,248,3581,False,"['mercedes', 'e190', '3erbmw', 'e36', 'e30bmw', 'porsche', 'mercedes', 'bmw', 'gewerkschaft', 'mercedese190', 'bmwe30', 'fließband', 'linke', 'grüne', 'spd', 'keintempolimit', 'grüneneindanke', 'diegrünenmüssenweg', 'inflation', 'arbeitsplatzverlust', 'arbeiterklasse', 'autoproduktion', 'stuttgart', 'sindelfingen', 'mercedesmuseum']",https://www.tiktok.com/@keintempolimit.de/video/7232032141515689243
6910937177555864833,1609077953,18,119196,21642,7123,2089972,ES IST SO!!!#AFD #unserepolitik #alternativefürdeutschland @robbyschlund @afddeutschland,False,afd_fan,Tik Toker,14000,4,121400,2,255,False,"['afd', 'unserepolitik', 'alternativefürdeutschland', '', '']",https://www.tiktok.com/@afd_fan/video/6910937177555864833
7064154910215916806,1644751736,24,158006,21310,5367,2049202,#Doppelmoral #Freiheit #mutzurwahrheit #ulrichsiegmund #AfD #bundespräsident #widerspruch #wahrheit,False,mutzurwahrheit90,Ulrich Siegmund,399300,112,5300000,134,2330,False,"['doppelmoral', 'freiheit', 'mutzurwahrheit', 'ulrichsiegmund', 'afd', 'bundespräsident', 'widerspruch', 'wahrheit']",https://www.tiktok.com/@mutzurwahrheit90/video/7064154910215916806
7192238489331633414,1674573522,43,191042,17665,7617,2043126,Wir dürfen uns nicht in diesen Krieg hineinziehen lassen! #afdfraktion #bundestag #foryou #weidel #ukraine #panzer ,False,afdfraktionimbundestag,AfDFraktionimBundestag,418000,48,7100000,267,17,True,"['afdfraktion', 'bundestag', 'foryou', 'weidel', 'ukraine', 'panzer']",https://www.tiktok.com/@afdfraktionimbundestag/video/7192238489331633414
7306462029596953889,1701168272,596,84087,14006,4640,2001464,#aliceweidel💙 #aliceweidel❤️ #afddeutschland ,False,wasdieweltbewegt1,Breaking_News_Germany,315000,23,7100000,1707,5726,False,"['aliceweidel💙', 'aliceweidel❤️', 'afddeutschland']",https://www.tiktok.com/@wasdieweltbewegt1/video/7306462029596953889
7171087733140524293,1669648977,22,95217,17003,2592,1980119,Das Bürgergeld wird zur Zuwanderungsprämie! #renespringer #afdfraktion #bundestag #bürgergeld #zuwanderung #foryou ,False,afdfraktionimbundestag,AfDFraktionimBundestag,418000,48,7100000,267,17,True,"['renespringer', 'afdfraktion', 'bundestag', 'bürgergeld', 'zuwanderung', 'foryou']",https://www.tiktok.com/@afdfraktionimbundestag/video/7171087733140524293
7321747408340192545,1704727169,6,193972,18735,1471,1922513,#bauernstreik #streik #fürdielandwirtschaft #gegendieampel #stehtauf #ampelmussweg !!!🚜❤️,False,fynn.wchlt,Fynn🌹,4118,1353,264600,2134,139900,False,"['bauernstreik', 'streik', 'fürdielandwirtschaft', 'gegendieampel', 'stehtauf', 'ampelmussweg']",https://www.tiktok.com/@fynn.wchlt/video/7321747408340192545
7326838677034765601,1705912581,10,52298,2253,798,1918379,"Alemania: Grandes protestas en Berlín para pedir la il3galización del partido de derechas AfD que está liderando las encuestas en el Este del país, y sigue un ritmo imparable. #afd #protesta #protestas #manifestacion #alternativefürdeutschland #afddeutschland #alemania #alemania🇩🇪 #spectrumwhispers ",False,spectrumwhispers_,SW Noticias,65400,369,1800000,724,154,False,"['afd', 'protesta', 'protestas', 'manifestacion', 'alternativefürdeutschland', 'afddeutschland', 'alemania', 'alemania🇩🇪', 'spectrumwhispers']",https://www.tiktok.com/@spectrumwhispers_/video/7326838677034765601
7313197470786325792,1702736482,16,92461,14036,0,1917938,#insolvenzen_vermeiden #maut_erhoehung_stoppen #ampelmussweg #Berlin ,False,kinder.stehen.auf,Kinder-stehen-auf,53800,129,1500000,3521,1654,False,"['insolvenzen_vermeiden', 'maut_erhoehung_stoppen', 'ampelmussweg', 'berlin']",https://www.tiktok.com/@kinder.stehen.auf/video/7313197470786325792
7262344703205444896,1690896396,12,77041,4611,10210,1915789,"Die anderen Parteien lassen es machen. Die AfD macht es selbst. Wir sind die Macher, wir sind die echte #Volkspartei. 🇩🇪💪🏻 ➖➖➖➖➖➖➖➖➖➖➖➖➖ Gabrielle #Mailbeck 🗳Bezirkstagskandidatin für Augsburg & Schwaben ❌MAILBECK am 8. Oktober 2023 📊Fraktionsgeschäftsführerin der #AfD Augsburg 👨‍👩‍👧Ehefrau & Mutter 📍#Augsburg, #Bayern 🇩🇪💙 #augsburgabernormal #bezirkswahl2023 #augsburgost #nurnochafd #deutschlandabernormal #unserlandzuerst #schwaben #mutzurwahrheit #afdbayern",False,gabrielle.mailbeck.afd,Gabrielle Mailbeck (AfD),40800,182,548600,135,630,False,"['volkspartei', 'mailbeck', 'afd', 'augsburg', 'bayern', 'augsburgabernormal', 'bezirkswahl2023', 'augsburgost', 'nurnochafd', 'deutschlandabernormal', 'unserlandzuerst', 'schwaben', 'mutzurwahrheit', 'afdbayern']",https://www.tiktok.com/@gabrielle.mailbeck.afd/video/7262344703205444896
7320969238947171616,1704545987,29,40301,1237,1042,1904221,"Auf der Schiene wird es ruhig, auf der Straßen wird es laut…Sehen wir uns ? #bauernproteste #bauerndemo #landwirtschaft #politik #ampel #foryou #fypシ #ampelkoalition #ampelmussweg #viral ",False,politik.heute,Politik Heute,48100,63,478800,165,312,False,"['bauernproteste', 'bauerndemo', 'landwirtschaft', 'politik', 'ampel', 'foryou', 'fypシ', 'ampelkoalition', 'ampelmussweg', 'viral']",https://www.tiktok.com/@politik.heute/video/7320969238947171616
7326261480024722721,1705778182,62,54954,3552,2465,1886414,#ricardalang #olafscholz #afd💙🇩🇪 #Meme #bundestag #heuteshow #ampelmussweg ,False,aliceweidelalternativ,aliceweidelalternativ,24600,14,271800,72,2915,False,"['ricardalang', 'olafscholz', 'afd💙🇩🇪', 'meme', 'bundestag', 'heuteshow', 'ampelmussweg']",https://www.tiktok.com/@aliceweidelalternativ/video/7326261480024722721
